"target_flag","kidsdriv","homekids","parent1","mstatus","sex","education","travtime","car_use","bluebook","tif","car_type","red_car","oldclaim","clm_freq","revoked","mvr_pts","urbanicity","car_age","yoj","income","age","job"
"0",1,2,"N","Y","M","Bachelors",40,"Commercial",23190,1,"Minivan","Y",0,0,"N",0,"Urban",7,16,72357,43,"not_white_collar"
"0",0,0,"N","N","F","PhD",47,"Commercial",28380,10,"Pickup","N",0,0,"N",2,"Urban",17,11,140112,48,"not_white_collar"
"0",0,0,"N","N","M","High School",22,"Commercial",10950,13,"Pickup","Y",0,0,"N",0,"Rural",8,11,19016,39,"white_collar"
"0",0,0,"N","N","F","High School",55,"Private",19810,7,"Minivan","N",0,0,"N",1,"Rural",1,0,0,49,"not_white_collar"
"0",0,0,"N","Y","F","High School",14,"Private",7990,1,"Sports Car","N",0,0,"N",0,"Urban",1,12,19909,45,"not_white_collar"
"0",0,0,"N","Y","F","Masters",35,"Private",7080,6,"SUV","N",5486,1,"N",5,"Urban",17,12,4885,36,"white_collar"
"1",1,1,"Y","N","F","Masters",26,"Commercial",24130,13,"Pickup","N",0,0,"N",0,"Urban",16,12,119382,59,"not_white_collar"
"0",0,0,"N","Y","M","Masters",5,"Commercial",11380,4,"Pickup","Y",4470,3,"N",0,"Urban",15,13,89511,60,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",12,"Private",19840,3,"SUV","N",0,0,"N",0,"Urban",9,15,107375,49,"white_collar"
"0",0,2,"N","Y","F","High School",32,"Private",6200,6,"SUV","N",0,0,"N",0,"Urban",1,13,36947,45,"not_white_collar"
"0",0,2,"Y","N","M","High School",38,"Commercial",12250,4,"Minivan","Y",0,0,"N",6,"Rural",5,13,27581,34,"not_white_collar"
"1",0,0,"N","Y","M","High School",5,"Private",7200,4,"Pickup","Y",0,0,"N",0,"Urban",4,14,8212,57,"not_white_collar"
"0",0,1,"Y","N","M","Bachelors",81,"Private",13420,17,"Minivan","N",0,0,"N",1,"Rural",5,11,86187,33,"white_collar"
"0",0,0,"N","N","M","High School",61,"Commercial",22280,3,"Minivan","N",0,0,"N",1,"Urban",12,12,42255,52,"not_white_collar"
"0",0,0,"N","Y","F","High School",19,"Private",16020,4,"SUV","N",7462,2,"N",0,"Urban",10,13,37646,53,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",41,"Commercial",32530,1,"Minivan","N",0,0,"N",2,"Urban",9,8,88865,57,"not_white_collar"
"0",0,0,"N","N","F","Bachelors",40,"Private",16800,17,"SUV","N",0,0,"N",3,"Urban",9,11,116043,37,"not_white_collar"
"0",0,2,"N","Y","M","Bachelors",30,"Private",14950,10,"Minivan","Y",0,0,"N",0,"Urban",8,13,89479,45,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",57,"Private",15120,1,"Minivan","Y",722,3,"N",0,"Rural",4,8,92917,38,"white_collar"
"0",0,3,"Y","N","F","High School",32,"Private",8070,6,"SUV","N",2797,2,"N",0,"Urban",7,7,29741,36,"not_white_collar"
"0",0,0,"N","Y","M","High School",5,"Commercial",11180,10,"Pickup","N",0,0,"N",0,"Rural",1,12,3673,51,"not_white_collar"
"1",1,2,"Y","N","M","Masters",6,"Commercial",21770,6,"Van","Y",35577,3,"Y",0,"Urban",12,15,61370,39,"not_white_collar"
"0",0,0,"N","N","F","High School",46,"Private",2600,6,"SUV","N",0,0,"Y",2,"Rural",6,13,32159,51,"not_white_collar"
"0",2,3,"Y","N","F","High School",5,"Private",8260,6,"SUV","N",0,0,"N",0,"Urban",1,14,20126,40,"not_white_collar"
"1",0,0,"N","N","F","High School",83,"Private",30260,3,"SUV","N",0,0,"N",0,"Urban",9,11,44782,54,"not_white_collar"
"0",0,4,"Y","N","F","Bachelors",56,"Commercial",10880,10,"SUV","N",0,0,"N",0,"Urban",13,14,59828,34,"not_white_collar"
"0",1,2,"N","Y","F","Masters",51,"Private",13000,10,"Sports Car","N",4418,1,"N",0,"Urban",12,14,74022,41,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",9,"Commercial",14860,4,"Minivan","Y",2592,4,"N",1,"Urban",15,11,80256,36,"not_white_collar"
"0",0,0,"N","Y","M","High School",28,"Commercial",22770,4,"Panel Truck","Y",2631,1,"N",1,"Urban",1,14,6094,55,"not_white_collar"
"0",1,2,"N","Y","F","Masters",27,"Private",14300,1,"Minivan","N",9062,1,"N",1,"Urban",11,0,0,45,"not_white_collar"
"1",2,2,"N","Y","M","High School",44,"Commercial",7200,4,"Pickup","N",0,0,"Y",3,"Urban",8,12,30085,45,"not_white_collar"
"0",0,0,"N","N","F","Masters",17,"Private",14520,4,"Pickup","N",7628,2,"N",7,"Urban",11,11,80241,50,"white_collar"
"0",0,0,"N","Y","F","Bachelors",43,"Commercial",27400,14,"Van","N",0,0,"N",0,"Urban",13,12,55673,55,"not_white_collar"
"1",0,0,"N","N","M","High School",68,"Private",22450,7,"Minivan","Y",3738,1,"N",8,"Urban",1,8,32317,44,"not_white_collar"
"0",0,0,"N","N","M","Masters",13,"Private",13320,6,"Minivan","Y",5253,3,"N",0,"Urban",8,9,58762,50,"white_collar"
"0",0,0,"N","Y","M","PhD",34,"Private",7900,4,"Sports Car","Y",45574,3,"Y",0,"Urban",14,15,76899,60,"white_collar"
"0",0,0,"N","N","M","High School",19,"Commercial",10360,1,"Pickup","N",0,0,"N",0,"Rural",4,12,48640,40,"not_white_collar"
"0",0,0,"N","Y","F","High School",42,"Commercial",15760,7,"Sports Car","N",9462,3,"N",0,"Urban",8,6,78592,57,"not_white_collar"
"1",0,0,"N","Y","M","High School",40,"Commercial",18150,1,"Van","N",6544,1,"N",3,"Urban",1,12,21282,47,"not_white_collar"
"1",0,0,"N","Y","F","Masters",41,"Private",7650,1,"Sports Car","N",0,0,"N",8,"Urban",9,13,61521,64,"white_collar"
"1",0,1,"Y","N","M","Masters",75,"Private",5300,4,"Minivan","N",7504,2,"N",2,"Urban",20,9,105554,34,"white_collar"
"0",0,0,"N","Y","F","Masters",43,"Private",6700,11,"SUV","N",0,0,"N",0,"Rural",17,6,147666,52,"white_collar"
"1",1,1,"Y","N","M","Masters",30,"Commercial",23900,4,"Panel Truck","Y",1052,2,"N",1,"Urban",11,3,69290,42,"not_white_collar"
"1",0,2,"Y","N","F","High School",21,"Private",3100,9,"Sports Car","Y",10099,2,"N",4,"Urban",5,8,2954,36,"not_white_collar"
"0",0,0,"N","N","M","Masters",5,"Private",17480,6,"Minivan","Y",0,0,"Y",2,"Urban",18,11,105762,54,"white_collar"
"0",0,2,"N","Y","F","Bachelors",28,"Private",13020,3,"SUV","N",6689,1,"N",5,"Urban",1,11,79185,42,"white_collar"
"0",0,0,"N","N","F","PhD",18,"Private",18270,6,"SUV","N",0,0,"N",0,"Urban",17,13,111702,56,"not_white_collar"
"0",0,0,"N","N","F","High School",30,"Private",7500,1,"SUV","N",0,0,"Y",0,"Urban",6,12,5005,59,"not_white_collar"
"0",0,0,"N","N","F","High School",27,"Commercial",7700,6,"SUV","N",10177,2,"N",3,"Urban",1,11,13760,35,"not_white_collar"
"1",0,0,"N","Y","F","PhD",63,"Private",20090,4,"Minivan","N",10520,2,"N",1,"Urban",14,13,88668,54,"white_collar"
"1",0,0,"N","Y","F","Masters",63,"Private",10480,13,"Sports Car","N",20452,2,"Y",2,"Urban",11,13,2657,50,"not_white_collar"
"0",0,1,"N","Y","F","Bachelors",40,"Commercial",10470,1,"SUV","N",19030,3,"Y",9,"Urban",9,11,51122,29,"not_white_collar"
"1",0,0,"N","N","F","High School",19,"Private",11650,4,"SUV","N",10231,1,"N",0,"Urban",1,12,33809,57,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",43,"Commercial",27180,1,"Panel Truck","N",4784,2,"N",4,"Urban",11,10,97953,43,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",28,"Private",14190,4,"Sports Car","N",35430,2,"Y",2,"Urban",8,0,0,44,"not_white_collar"
"0",1,2,"N","Y","F","Bachelors",28,"Commercial",13800,3,"SUV","N",10851,2,"N",0,"Urban",10,14,83937,38,"not_white_collar"
"0",1,2,"Y","N","F","Bachelors",49,"Private",13340,1,"SUV","N",0,0,"Y",1,"Urban",10,14,96188,37,"white_collar"
"0",1,1,"N","Y","F","Bachelors",32,"Private",13340,1,"SUV","N",6913,1,"N",3,"Rural",8,14,17820,55,"not_white_collar"
"0",2,2,"N","Y","F","Bachelors",84,"Private",5990,17,"Sports Car","N",0,0,"Y",0,"Rural",10,14,62894,51,"not_white_collar"
"1",1,2,"Y","N","F","Bachelors",45,"Commercial",11750,1,"Minivan","N",9261,1,"N",3,"Urban",12,12,68090,42,"not_white_collar"
"1",0,2,"Y","N","F","High School",34,"Commercial",6100,1,"Pickup","Y",5771,1,"N",5,"Rural",1,4,25032,45,"not_white_collar"
"1",0,0,"N","Y","M","Masters",51,"Commercial",23250,1,"Panel Truck","Y",5039,1,"N",4,"Urban",18,12,52078,54,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",30,"Private",16730,13,"SUV","N",0,0,"N",0,"Urban",9,12,22633,48,"not_white_collar"
"0",0,0,"N","Y","M","High School",32,"Private",4980,6,"Minivan","N",0,0,"N",0,"Rural",1,0,0,50,"not_white_collar"
"1",0,1,"Y","N","F","High School",44,"Commercial",20630,1,"SUV","N",7767,2,"N",8,"Urban",1,9,51544,25,"not_white_collar"
"0",0,0,"N","N","F","PhD",45,"Private",13440,1,"Minivan","N",8185,4,"N",2,"Urban",10,9,72389,35,"white_collar"
"1",0,1,"Y","N","F","High School",25,"Commercial",22340,1,"Sports Car","N",4769,1,"N",4,"Urban",1,8,73842,29,"not_white_collar"
"1",1,2,"Y","N","M","High School",33,"Private",6000,1,"Pickup","N",41818,1,"Y",3,"Urban",1,0,0,45,"not_white_collar"
"0",0,0,"N","N","F","Bachelors",34,"Private",10370,6,"SUV","N",663,2,"N",0,"Urban",9,14,40564,37,"white_collar"
"0",0,0,"N","Y","M","PhD",30,"Commercial",7100,7,"Pickup","N",0,0,"N",2,"Urban",17,16,109521,56,"white_collar"
"0",0,3,"Y","N","F","Masters",44,"Private",13060,6,"SUV","N",0,0,"N",0,"Urban",1,17,71969,45,"white_collar"
"0",0,0,"N","N","F","Bachelors",43,"Private",24150,4,"Minivan","N",0,0,"N",1,"Rural",10,10,82517,48,"white_collar"
"0",0,0,"N","N","M","High School",28,"Commercial",6700,4,"Pickup","Y",0,0,"N",0,"Rural",1,13,37295,52,"not_white_collar"
"0",0,0,"N","N","M","High School",16,"Commercial",13780,1,"Minivan","Y",1937,2,"N",6,"Urban",5,7,50224,40,"not_white_collar"
"1",0,1,"N","Y","F","Masters",50,"Private",29470,6,"Sports Car","N",0,0,"N",1,"Urban",18,13,109957,41,"white_collar"
"0",0,2,"N","Y","M","PhD",11,"Private",5900,10,"Pickup","N",7401,1,"N",0,"Urban",0,14,44141,44,"white_collar"
"0",0,0,"N","N","M","Masters",24,"Private",16580,4,"Van","N",27130,2,"N",0,"Urban",13,10,30388,54,"white_collar"
"0",0,0,"N","Y","M","Masters",36,"Commercial",5700,13,"Pickup","N",0,0,"N",2,"Urban",19,12,85752,42,"not_white_collar"
"0",0,0,"N","Y","M","High School",39,"Private",15330,10,"Minivan","Y",0,0,"N",0,"Rural",5,11,8345,50,"not_white_collar"
"1",0,0,"N","Y","M","High School",33,"Private",6350,1,"Minivan","N",5702,1,"N",4,"Urban",5,14,10486,38,"not_white_collar"
"0",0,0,"N","Y","F","High School",68,"Commercial",14640,10,"SUV","N",0,0,"N",0,"Urban",10,12,33284,36,"not_white_collar"
"1",0,0,"N","Y","F","Bachelors",26,"Commercial",23470,4,"Sports Car","N",41913,3,"Y",0,"Urban",15,12,33713,62,"not_white_collar"
"0",0,0,"N","N","F","PhD",22,"Private",24120,3,"SUV","N",0,0,"N",4,"Urban",1,7,144957,47,"white_collar"
"0",0,0,"N","Y","M","High School",5,"Private",6100,1,"Pickup","Y",4263,2,"N",7,"Urban",6,8,79317,46,"white_collar"
"0",0,0,"N","N","M","Masters",46,"Commercial",22560,1,"Panel Truck","Y",10375,4,"N",6,"Urban",19,9,64705,42,"not_white_collar"
"0",0,3,"N","Y","M","High School",27,"Private",10160,6,"Pickup","Y",8118,1,"N",3,"Urban",1,0,0,33,"not_white_collar"
"0",0,0,"N","N","F","PhD",6,"Private",24360,6,"Minivan","N",0,0,"N",0,"Urban",12,11,142297,43,"white_collar"
"1",0,3,"N","Y","M","Masters",55,"Private",6960,1,"SUV","N",0,0,"N",2,"Urban",14,14,94325,45,"white_collar"
"0",0,0,"N","Y","M","PhD",28,"Commercial",22980,3,"Panel Truck","N",0,0,"N",2,"Urban",11,14,72337,55,"not_white_collar"
"0",0,2,"N","Y","M","High School",30,"Private",4200,11,"Minivan","Y",0,0,"N",2,"Urban",4,14,1212,27,"not_white_collar"
"0",0,0,"N","N","F","Masters",45,"Private",17410,7,"Minivan","N",0,0,"N",0,"Urban",15,13,157237,41,"not_white_collar"
"0",0,1,"N","Y","F","Bachelors",32,"Commercial",9960,1,"Pickup","N",5489,1,"N",3,"Urban",1,13,5322,40,"not_white_collar"
"0",0,0,"N","Y","F","High School",56,"Private",17440,6,"SUV","N",0,0,"Y",1,"Rural",11,15,51737,57,"not_white_collar"
"1",0,0,"N","Y","M","High School",11,"Commercial",28710,7,"Pickup","Y",0,0,"N",0,"Urban",3,9,38020,64,"not_white_collar"
"1",0,2,"Y","N","F","High School",31,"Private",11480,1,"Minivan","N",17493,4,"Y",2,"Urban",1,9,60050,32,"not_white_collar"
"1",2,2,"Y","N","F","Bachelors",16,"Private",22920,1,"Sports Car","N",0,0,"N",0,"Urban",10,11,82517,39,"not_white_collar"
"0",0,0,"N","N","F","Bachelors",21,"Commercial",14930,10,"Minivan","N",4048,2,"N",0,"Urban",11,7,97266,37,"not_white_collar"
"0",0,2,"N","Y","F","High School",5,"Private",7980,6,"SUV","N",0,0,"Y",0,"Urban",5,14,19793,45,"not_white_collar"
"0",0,2,"N","Y","F","High School",23,"Commercial",14100,6,"Sports Car","N",0,0,"N",3,"Urban",1,14,50875,39,"not_white_collar"
"0",1,2,"N","Y","F","High School",20,"Private",9800,10,"SUV","N",0,0,"N",0,"Rural",1,10,32057,41,"not_white_collar"
"1",0,0,"N","Y","M","High School",5,"Commercial",16370,4,"Van","Y",3913,2,"N",7,"Urban",1,7,62036,35,"not_white_collar"
"1",0,0,"N","Y","F","High School",54,"Commercial",11950,7,"Sports Car","N",5137,1,"N",6,"Urban",6,15,40528,64,"not_white_collar"
"0",0,0,"N","N","M","PhD",52,"Commercial",34020,1,"Panel Truck","Y",1332,3,"N",6,"Urban",23,13,266027,46,"white_collar"
"0",0,0,"N","N","F","PhD",32,"Private",20540,17,"SUV","N",0,0,"N",0,"Urban",18,15,158703,59,"white_collar"
"1",1,2,"N","Y","M","High School",6,"Private",10210,1,"Pickup","Y",0,0,"Y",0,"Urban",4,13,52950,39,"not_white_collar"
"1",0,1,"Y","N","F","High School",37,"Private",5460,1,"Sports Car","N",4188,2,"N",5,"Urban",1,12,39600,40,"not_white_collar"
"0",0,0,"N","Y","F","High School",38,"Commercial",8530,10,"SUV","N",0,0,"N",0,"Urban",1,8,67109,43,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",37,"Private",7210,13,"Minivan","N",0,0,"N",0,"Urban",12,13,75723,48,"white_collar"
"0",0,0,"N","Y","M","High School",47,"Private",6520,3,"Minivan","Y",0,0,"Y",0,"Rural",1,0,0,48,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",39,"Private",16780,10,"Sports Car","N",4500,2,"N",3,"Urban",13,15,112685,60,"not_white_collar"
"0",0,0,"N","Y","M","PhD",35,"Private",21730,1,"Van","N",0,0,"N",2,"Urban",13,11,186632,59,"not_white_collar"
"0",0,0,"N","N","F","Masters",17,"Private",17960,4,"SUV","N",3575,1,"N",4,"Urban",15,8,97103,43,"white_collar"
"1",0,1,"Y","N","F","High School",41,"Private",14240,4,"SUV","N",0,0,"N",1,"Urban",1,0,0,43,"not_white_collar"
"0",0,0,"N","N","F","Masters",31,"Private",5010,6,"Sports Car","N",4750,2,"N",0,"Urban",9,7,75166,64,"not_white_collar"
"1",0,0,"N","Y","F","Bachelors",11,"Private",8560,6,"Sports Car","N",3769,2,"N",5,"Urban",14,0,0,55,"not_white_collar"
"1",0,0,"N","Y","M","High School",14,"Commercial",7960,10,"Pickup","N",1079,2,"N",2,"Urban",9,12,10617,54,"not_white_collar"
"0",2,3,"N","Y","F","High School",48,"Private",13420,10,"SUV","N",8174,2,"N",9,"Urban",1,8,33799,35,"not_white_collar"
"1",0,0,"N","N","M","Masters",41,"Commercial",29220,13,"Panel Truck","Y",0,0,"N",1,"Urban",13,8,140766,46,"white_collar"
"1",0,1,"N","Y","F","Bachelors",10,"Commercial",4100,1,"Sports Car","N",11279,3,"N",5,"Urban",6,0,0,26,"not_white_collar"
"1",0,2,"N","Y","M","High School",45,"Commercial",11510,13,"Pickup","Y",0,0,"Y",0,"Urban",10,11,46224,43,"not_white_collar"
"0",0,0,"N","N","F","Masters",5,"Private",26290,16,"Sports Car","N",0,0,"Y",2,"Urban",18,8,91877,43,"white_collar"
"0",0,0,"N","Y","F","Masters",51,"Private",9060,10,"SUV","N",3400,3,"N",0,"Urban",15,13,193895,54,"white_collar"
"0",0,0,"N","N","M","High School",36,"Commercial",26500,10,"Panel Truck","Y",0,0,"N",2,"Rural",8,0,0,45,"not_white_collar"
"1",0,0,"N","N","M","High School",41,"Commercial",25420,9,"Panel Truck","N",0,0,"N",1,"Urban",1,10,31177,46,"white_collar"
"0",0,0,"N","N","M","High School",22,"Commercial",9070,6,"Pickup","Y",0,0,"N",3,"Rural",8,7,28654,47,"white_collar"
"0",0,0,"N","N","F","Bachelors",38,"Private",18540,1,"SUV","N",0,0,"N",2,"Urban",9,12,107327,45,"white_collar"
"0",0,0,"N","Y","F","High School",52,"Private",11590,11,"Sports Car","N",3614,2,"N",0,"Urban",1,8,45918,55,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",28,"Private",17480,13,"Minivan","Y",0,0,"N",0,"Urban",7,12,106830,53,"not_white_collar"
"0",0,0,"N","N","F","Bachelors",45,"Commercial",21320,4,"SUV","N",36556,1,"N",4,"Urban",10,13,33322,49,"not_white_collar"
"0",0,3,"N","Y","F","Bachelors",22,"Private",4500,1,"SUV","N",0,0,"N",0,"Rural",9,0,8014,30,"not_white_collar"
"0",0,0,"N","Y","F","Masters",62,"Private",8400,4,"Sports Car","N",0,0,"N",1,"Urban",15,10,15249,47,"not_white_collar"
"0",1,3,"N","Y","F","PhD",30,"Private",11300,6,"SUV","N",5299,1,"N",2,"Urban",1,16,38034,41,"not_white_collar"
"0",0,0,"N","Y","M","Masters",70,"Commercial",9720,6,"Pickup","N",5645,3,"N",0,"Urban",15,14,95156,49,"white_collar"
"0",0,1,"N","Y","F","PhD",5,"Commercial",13710,8,"Pickup","N",0,0,"N",2,"Rural",14,11,110404,31,"not_white_collar"
"0",0,0,"N","Y","M","High School",30,"Commercial",14210,1,"Minivan","Y",0,0,"N",0,"Urban",8,15,36504,50,"not_white_collar"
"1",0,0,"N","N","M","High School",36,"Commercial",24520,4,"Panel Truck","Y",0,0,"Y",5,"Urban",1,11,51870,58,"not_white_collar"
"0",0,0,"N","N","M","Masters",52,"Private",7100,1,"Minivan","Y",0,0,"N",0,"Urban",14,13,125795,56,"white_collar"
"1",0,0,"N","N","F","Masters",13,"Private",18850,6,"Minivan","N",0,0,"N",1,"Urban",11,14,99959,41,"white_collar"
"1",0,0,"N","N","M","High School",32,"Commercial",15150,4,"Minivan","N",0,0,"N",0,"Urban",7,7,61790,37,"not_white_collar"
"0",0,0,"N","N","F","High School",40,"Commercial",27520,12,"Pickup","N",0,0,"N",0,"Rural",1,10,33707,57,"not_white_collar"
"1",1,2,"Y","N","F","High School",18,"Private",1500,3,"SUV","N",0,0,"N",3,"Urban",1,0,0,37,"not_white_collar"
"1",0,0,"N","Y","M","High School",31,"Commercial",9260,1,"Pickup","N",39892,3,"Y",6,"Urban",1,13,28592,49,"not_white_collar"
"1",0,2,"N","Y","F","High School",20,"Commercial",11840,18,"SUV","N",44414,1,"Y",1,"Urban",1,13,64766,42,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",36,"Commercial",15820,6,"Minivan","Y",0,0,"N",0,"Rural",9,8,81447,38,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",45,"Commercial",39190,9,"Panel Truck","N",0,0,"N",3,"Urban",4,14,81188,55,"white_collar"
"1",1,2,"N","Y","F","Bachelors",20,"Private",11440,13,"SUV","N",981,1,"N",0,"Urban",11,11,62426,37,"not_white_collar"
"1",0,1,"Y","N","M","High School",38,"Commercial",22720,3,"Panel Truck","Y",1992,2,"N",6,"Urban",9,12,40095,25,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",21,"Private",14820,10,"Minivan","N",0,0,"N",0,"Urban",15,5,87072,44,"white_collar"
"0",0,0,"N","N","F","High School",19,"Commercial",15400,4,"SUV","Y",4148,1,"N",5,"Urban",9,7,19933,20,"not_white_collar"
"1",1,2,"N","Y","F","High School",30,"Private",7420,6,"Sports Car","N",0,0,"N",2,"Urban",1,7,52423,40,"not_white_collar"
"1",0,1,"Y","N","M","Masters",37,"Private",19500,7,"Van","Y",6762,1,"N",4,"Urban",15,12,76985,32,"white_collar"
"0",0,0,"N","Y","F","High School",17,"Private",5000,10,"Sports Car","N",0,0,"N",0,"Urban",1,0,0,35,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",47,"Commercial",16290,11,"Van","Y",0,0,"N",0,"Urban",7,11,80997,37,"not_white_collar"
"0",0,0,"N","Y","M","Masters",26,"Commercial",11050,6,"Pickup","N",41833,3,"Y",5,"Urban",9,12,37528,58,"white_collar"
"1",0,0,"N","Y","F","High School",30,"Commercial",21840,1,"Sports Car","N",6600,2,"N",3,"Urban",5,12,62215,54,"not_white_collar"
"0",0,3,"N","Y","M","High School",42,"Commercial",5400,3,"Minivan","N",0,0,"N",1,"Urban",1,12,54714,39,"not_white_collar"
"1",0,0,"N","Y","M","High School",63,"Commercial",6400,1,"Pickup","Y",7993,1,"N",7,"Urban",6,8,37356,49,"not_white_collar"
"0",0,0,"N","Y","F","High School",25,"Commercial",6300,1,"SUV","N",0,0,"N",0,"Rural",10,0,0,48,"not_white_collar"
"1",0,0,"N","Y","M","High School",45,"Commercial",8530,4,"Pickup","Y",3710,3,"N",7,"Urban",1,13,28341,42,"not_white_collar"
"0",0,0,"N","Y","F","High School",20,"Private",8260,4,"SUV","N",0,0,"N",0,"Rural",10,13,27968,56,"not_white_collar"
"1",0,0,"N","Y","M","Bachelors",57,"Private",14060,1,"Minivan","N",3868,1,"N",3,"Urban",6,6,52275,48,"white_collar"
"1",0,0,"N","N","F","Bachelors",67,"Private",9360,6,"Sports Car","Y",0,0,"N",0,"Urban",1,5,40022,21,"not_white_collar"
"0",0,3,"N","Y","M","High School",47,"Private",6150,10,"Minivan","N",0,0,"N",1,"Urban",5,12,46453,33,"not_white_collar"
"0",1,1,"Y","N","F","Bachelors",22,"Private",33250,18,"Pickup","N",0,0,"N",4,"Urban",1,10,122492,38,"white_collar"
"0",0,3,"Y","N","M","High School",19,"Private",7090,6,"Pickup","Y",0,0,"N",0,"Rural",5,7,22899,33,"not_white_collar"
"0",0,0,"N","Y","M","Masters",37,"Private",38290,7,"Minivan","N",0,0,"N",1,"Urban",10,11,124550,51,"white_collar"
"0",0,0,"N","Y","M","Bachelors",5,"Private",8310,12,"Minivan","N",0,0,"N",0,"Urban",7,12,100822,45,"white_collar"
"1",0,0,"N","N","F","Masters",46,"Private",16250,10,"Sports Car","N",0,0,"N",0,"Urban",19,5,57063,40,"white_collar"
"0",0,0,"N","N","M","Bachelors",21,"Commercial",26520,1,"Panel Truck","Y",2659,1,"N",1,"Urban",12,7,116403,50,"not_white_collar"
"0",0,0,"N","N","M","Bachelors",26,"Commercial",10260,10,"Pickup","Y",0,0,"N",0,"Urban",14,12,87562,39,"not_white_collar"
"0",0,0,"N","N","F","High School",46,"Private",5400,4,"SUV","N",5338,3,"N",5,"Urban",1,0,0,39,"not_white_collar"
"0",0,2,"N","Y","F","High School",25,"Private",9100,5,"SUV","N",5289,2,"N",1,"Rural",1,0,0,19,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",25,"Commercial",21600,9,"Minivan","Y",0,0,"N",1,"Rural",7,7,40452,49,"not_white_collar"
"0",0,3,"N","Y","F","High School",37,"Private",6240,4,"SUV","N",0,0,"N",0,"Rural",6,12,14369,33,"not_white_collar"
"0",0,1,"N","Y","M","Masters",35,"Commercial",29330,1,"Panel Truck","N",0,0,"N",0,"Urban",20,11,176021,43,"not_white_collar"
"0",0,0,"N","Y","M","High School",39,"Commercial",10850,6,"Pickup","Y",7219,3,"N",3,"Urban",1,9,43095,48,"not_white_collar"
"0",0,2,"N","Y","M","High School",5,"Private",13660,6,"SUV","N",0,0,"N",2,"Urban",6,15,70982,45,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",39,"Commercial",14010,6,"Minivan","N",0,0,"N",5,"Rural",8,10,76150,39,"not_white_collar"
"1",0,0,"N","N","M","High School",21,"Commercial",4700,4,"Pickup","N",0,0,"Y",1,"Rural",9,12,52469,32,"not_white_collar"
"0",2,2,"N","Y","M","Masters",28,"Private",18230,6,"Minivan","Y",0,0,"N",1,"Urban",9,13,103087,45,"not_white_collar"
"0",0,0,"N","Y","F","High School",10,"Private",16180,7,"SUV","N",0,0,"N",0,"Urban",6,0,0,51,"not_white_collar"
"0",0,0,"N","N","F","High School",59,"Private",9970,10,"SUV","N",18331,1,"N",4,"Rural",5,11,48710,36,"not_white_collar"
"1",1,2,"N","Y","F","High School",32,"Private",18960,6,"Sports Car","N",8571,1,"N",8,"Urban",1,18,27625,72,"not_white_collar"
"0",0,0,"N","N","M","High School",20,"Private",21010,10,"Van","Y",4652,3,"Y",2,"Urban",6,12,27940,51,"not_white_collar"
