"target_flag","kidsdriv","homekids","parent1","mstatus","sex","education","travtime","car_use","tif","red_car","clm_freq","revoked","mvr_pts","urbanicity","home_val","yoj","income","age","job"
"0","N",0,"N","Y","F","High School",42,"Commercial",7,"N",3,"N",0,"Urban",248326,6,78592,57,"Blue Collar"
"1","N",0,"N","Y","M","High School",40,"Commercial",1,"N",1,"N",3,"Urban",0,12,21282,47,"Professional"
"1","N",0,"N","Y","F","Masters",41,"Private",1,"N",0,"N",8,"Urban",248878,13,61521,64,"Professional"
"1","N",1,"Y","N","M","Masters",75,"Private",4,"N",2,"N",2,"Urban",229868,9,105554,34,"Professional"
"0","N",0,"N","Y","F","Masters",43,"Private",11,"N",0,"N",0,"Rural",405910,6,147666,52,"Professional"
"1","Y",1,"Y","N","M","Masters",30,"Commercial",4,"Y",2,"N",1,"Urban",0,3,69290,42,"Professional"
"1","N",2,"Y","N","F","High School",21,"Private",9,"Y",2,"N",4,"Urban",0,8,2954,36,"Professional"
"0","N",0,"N","N","M","Masters",5,"Private",6,"Y",0,"Y",2,"Urban",0,11,105762,54,"Professional"
"0","N",2,"N","Y","F","Bachelors",28,"Private",3,"N",1,"N",5,"Urban",243880,11,79185,42,"Professional"
"0","N",0,"N","N","F","PhD",18,"Private",6,"N",0,"N",0,"Urban",133008,13,111702,56,"Professional"
"0","N",0,"N","N","F","High School",30,"Private",1,"N",0,"Y",0,"Urban",158960,12,5005,59,"Professional"
"0","N",0,"N","N","F","High School",27,"Commercial",6,"N",2,"N",3,"Urban",0,11,13760,35,"Professional"
"1","N",0,"N","Y","F","PhD",63,"Private",4,"N",2,"N",1,"Urban",316419,13,88668,54,"Professional"
"1","N",0,"N","Y","F","Masters",63,"Private",13,"N",2,"Y",2,"Urban",109134,13,2657,50,"Professional"
"0","N",1,"N","Y","F","Bachelors",40,"Commercial",1,"N",3,"Y",9,"Urban",201650,11,51122,29,"Blue Collar"
"1","N",0,"N","N","F","High School",19,"Private",4,"N",1,"N",0,"Urban",0,12,33809,57,"Professional"
"0","N",0,"N","N","M","Bachelors",43,"Commercial",1,"N",2,"N",4,"Urban",0,10,97953,43,"Blue Collar"
"0","N",0,"N","Y","F","Bachelors",28,"Private",4,"N",2,"Y",2,"Urban",104490,0,0,44,"Professional"
"0","Y",2,"N","Y","F","Bachelors",28,"Commercial",3,"N",2,"N",0,"Urban",234151,14,83937,38,"Blue Collar"
"0","Y",2,"Y","N","F","Bachelors",49,"Private",1,"N",0,"Y",1,"Urban",0,14,96188,37,"Professional"
"0","Y",1,"N","Y","F","Bachelors",32,"Private",1,"N",1,"N",3,"Rural",115540,14,17820,55,"Professional"
"0","Y",2,"N","Y","F","Bachelors",84,"Private",17,"N",0,"Y",0,"Rural",228994,14,62894,51,"Professional"
"1","Y",2,"Y","N","F","Bachelors",45,"Commercial",1,"N",1,"N",3,"Urban",169854,12,68090,42,"Blue Collar"
"1","N",2,"Y","N","F","High School",34,"Commercial",1,"Y",1,"N",5,"Rural",0,4,25032,45,"Professional"
"1","N",0,"N","Y","M","Masters",51,"Commercial",1,"Y",1,"N",4,"Urban",194227,12,52078,54,"Professional"
"0","N",0,"N","Y","F","Bachelors",30,"Private",13,"N",0,"N",0,"Urban",135679,12,22633,48,"Professional"
"0","N",0,"N","Y","M","High School",32,"Private",6,"N",0,"N",0,"Rural",109511,0,0,50,"Professional"
"1","N",1,"Y","N","F","High School",44,"Commercial",1,"N",2,"N",8,"Urban",57484,9,51544,25,"Blue Collar"
"0","N",0,"N","N","F","PhD",45,"Private",1,"N",4,"N",2,"Urban",213173,9,72389,35,"Professional"
"1","N",1,"Y","N","F","High School",25,"Commercial",1,"N",1,"N",4,"Urban",0,8,73842,29,"Blue Collar"
"1","Y",2,"Y","N","M","High School",33,"Private",1,"N",1,"Y",3,"Urban",0,0,0,45,"Professional"
"0","N",0,"N","N","F","Bachelors",34,"Private",6,"N",2,"N",0,"Urban",141069,14,40564,37,"Professional"
"0","N",0,"N","Y","M","PhD",30,"Commercial",7,"N",0,"N",2,"Urban",321674,16,109521,56,"Professional"
"0","N",3,"Y","N","F","Masters",44,"Private",6,"N",0,"N",0,"Urban",212081,17,71969,45,"Professional"
"0","N",0,"N","N","F","Bachelors",43,"Private",4,"N",0,"N",1,"Rural",0,10,82517,48,"Professional"
"0","N",0,"N","N","M","High School",28,"Commercial",4,"Y",0,"N",0,"Rural",163285,13,37295,52,"Blue Collar"
"0","N",0,"N","N","M","High School",16,"Commercial",1,"Y",2,"N",6,"Urban",0,7,50224,40,"Blue Collar"
"1","N",1,"N","Y","F","Masters",50,"Private",6,"N",0,"N",1,"Urban",260749,13,109957,41,"Professional"
"0","N",2,"N","Y","M","PhD",11,"Private",10,"N",1,"N",0,"Urban",141312,14,44141,44,"Professional"
"0","N",0,"N","N","M","Masters",24,"Private",4,"N",2,"N",0,"Urban",0,10,30388,54,"Professional"
"0","N",0,"N","Y","M","Masters",36,"Commercial",13,"N",0,"N",2,"Urban",285727,12,85752,42,"Blue Collar"
"0","N",0,"N","Y","M","High School",39,"Private",10,"Y",0,"N",0,"Rural",0,11,8345,50,"Professional"
"1","N",0,"N","Y","M","High School",33,"Private",1,"N",1,"N",4,"Urban",66515,14,10486,38,"Professional"
"0","N",0,"N","Y","F","High School",68,"Commercial",10,"N",0,"N",0,"Urban",141018,12,33284,36,"Blue Collar"
"1","N",0,"N","Y","F","Bachelors",26,"Commercial",4,"N",3,"Y",0,"Urban",171810,12,33713,62,"Blue Collar"
"0","N",0,"N","N","F","PhD",22,"Private",3,"N",0,"N",4,"Urban",420966,7,144957,47,"Professional"
"0","N",0,"N","Y","M","High School",5,"Private",1,"Y",2,"N",7,"Urban",241733,8,79317,46,"Professional"
"0","N",0,"N","N","M","Masters",46,"Commercial",1,"Y",4,"N",6,"Urban",0,9,64705,42,"Blue Collar"
"0","N",3,"N","Y","M","High School",27,"Private",6,"Y",1,"N",3,"Urban",0,0,0,33,"Professional"
"0","N",0,"N","N","F","PhD",6,"Private",6,"N",0,"N",0,"Urban",0,11,142297,43,"Professional"
"1","N",3,"N","Y","M","Masters",55,"Private",1,"N",0,"N",2,"Urban",301739,14,94325,45,"Professional"
"0","N",0,"N","Y","M","PhD",28,"Commercial",3,"N",0,"N",2,"Urban",210378,14,72337,55,"Professional"
"0","N",2,"N","Y","M","High School",30,"Private",11,"Y",0,"N",2,"Urban",0,14,1212,27,"Professional"
"0","N",0,"N","N","F","Masters",45,"Private",7,"N",0,"N",0,"Urban",0,13,157237,41,"Professional"
"0","N",1,"N","Y","F","Bachelors",32,"Commercial",1,"N",1,"N",3,"Urban",57657,13,5322,40,"Professional"
"0","N",0,"N","Y","F","High School",56,"Private",6,"N",0,"Y",1,"Rural",167419,15,51737,57,"Blue Collar"
"1","N",0,"N","Y","M","High School",11,"Commercial",7,"Y",0,"N",0,"Urban",177908,9,38020,64,"Blue Collar"
"1","N",2,"Y","N","F","High School",31,"Private",1,"N",4,"Y",2,"Urban",212562,9,60050,32,"Professional"
"1","Y",2,"Y","N","F","Bachelors",16,"Private",1,"N",0,"N",0,"Urban",0,11,82517,39,"Professional"
"0","N",0,"N","N","F","Bachelors",21,"Commercial",10,"N",2,"N",0,"Urban",252596,7,97266,37,"Blue Collar"
"0","N",2,"N","Y","F","High School",5,"Private",6,"N",0,"Y",0,"Urban",115330,14,19793,45,"Professional"
"0","N",2,"N","Y","F","High School",23,"Commercial",6,"N",0,"N",3,"Urban",131770,14,50875,39,"Blue Collar"
"0","Y",2,"N","Y","F","High School",20,"Private",10,"N",0,"N",0,"Rural",166326,10,32057,41,"Professional"
"1","N",0,"N","Y","M","High School",5,"Commercial",4,"Y",2,"N",7,"Urban",154297,7,62036,35,"Blue Collar"
"1","N",0,"N","Y","F","High School",54,"Commercial",7,"N",1,"N",6,"Urban",208306,15,40528,64,"Blue Collar"
"0","N",0,"N","N","M","PhD",52,"Commercial",1,"Y",3,"N",6,"Urban",0,13,266027,46,"Professional"
"0","N",0,"N","N","F","PhD",32,"Private",17,"N",0,"N",0,"Urban",0,15,158703,59,"Professional"
"1","Y",2,"N","Y","M","High School",6,"Private",1,"Y",0,"Y",0,"Urban",187514,13,52950,39,"Professional"
"1","N",1,"Y","N","F","High School",37,"Private",1,"N",2,"N",5,"Urban",193495,12,39600,40,"Professional"
"0","N",0,"N","Y","F","High School",38,"Commercial",10,"N",0,"N",0,"Urban",219801,8,67109,43,"Blue Collar"
"0","N",0,"N","Y","F","Bachelors",37,"Private",13,"N",0,"N",0,"Urban",257475,13,75723,48,"Professional"
"0","N",0,"N","Y","M","High School",47,"Private",3,"Y",0,"Y",0,"Rural",19752,0,0,48,"Professional"
"0","N",0,"N","Y","F","Bachelors",39,"Private",10,"N",2,"N",3,"Urban",330229,15,112685,60,"Professional"
"0","N",0,"N","Y","M","PhD",35,"Private",1,"N",0,"N",2,"Urban",483645,11,186632,59,"Professional"
"0","N",0,"N","N","F","Masters",17,"Private",4,"N",1,"N",4,"Urban",278248,8,97103,43,"Professional"
"1","N",1,"Y","N","F","High School",41,"Private",4,"N",0,"N",1,"Urban",86118,0,0,43,"Professional"
"0","N",0,"N","N","F","Masters",31,"Private",6,"N",2,"N",0,"Urban",248599,7,75166,64,"Professional"
"1","N",0,"N","Y","F","Bachelors",11,"Private",6,"N",2,"N",5,"Urban",68500,0,0,55,"Professional"
"1","N",0,"N","Y","M","High School",14,"Commercial",10,"N",2,"N",2,"Urban",0,12,10617,54,"Professional"
"0","Y",3,"N","Y","F","High School",48,"Private",10,"N",2,"N",9,"Urban",148536,8,33799,35,"Professional"
"1","N",0,"N","N","M","Masters",41,"Commercial",13,"Y",0,"N",1,"Urban",375813,8,140766,46,"Professional"
"1","N",1,"N","Y","F","Bachelors",10,"Commercial",1,"N",3,"N",5,"Urban",0,0,0,26,"Professional"
"1","N",2,"N","Y","M","High School",45,"Commercial",13,"Y",0,"Y",0,"Urban",173103,11,46224,43,"Blue Collar"
"0","N",0,"N","N","F","Masters",5,"Private",16,"N",0,"Y",2,"Urban",298385,8,91877,43,"Professional"
"0","N",0,"N","Y","F","Masters",51,"Private",10,"N",3,"N",0,"Urban",445020,13,193895,54,"Professional"
"0","N",0,"N","N","M","High School",36,"Commercial",10,"Y",0,"N",2,"Rural",0,0,0,45,"Professional"
"1","N",0,"N","N","M","High School",41,"Commercial",9,"N",0,"N",1,"Urban",150102,10,31177,46,"Professional"
"0","N",0,"N","N","M","High School",22,"Commercial",6,"Y",0,"N",3,"Rural",144131,7,28654,47,"Professional"
"0","N",0,"N","N","F","Bachelors",38,"Private",1,"N",0,"N",2,"Urban",316035,12,107327,45,"Professional"
"0","N",0,"N","Y","F","High School",52,"Private",11,"N",2,"N",0,"Urban",226111,8,45918,55,"Professional"
"0","N",0,"N","N","M","Bachelors",28,"Private",13,"Y",0,"N",0,"Urban",0,12,106830,53,"Professional"
"0","N",0,"N","N","F","Bachelors",45,"Commercial",4,"N",1,"N",4,"Urban",154892,13,33322,49,"Blue Collar"
"0","N",3,"N","Y","F","Bachelors",22,"Private",1,"N",0,"N",0,"Rural",79192,0,8014,30,"Professional"
"0","N",0,"N","Y","F","Masters",62,"Private",4,"N",0,"N",1,"Urban",145735,10,15249,47,"Professional"
"0","Y",3,"N","Y","F","PhD",30,"Private",6,"N",1,"N",2,"Urban",190148,16,38034,41,"Professional"
"0","N",0,"N","Y","M","Masters",70,"Commercial",6,"N",3,"N",0,"Urban",278953,14,95156,49,"Professional"
"0","N",1,"N","Y","F","PhD",5,"Commercial",8,"N",0,"N",2,"Rural",278647,11,110404,31,"Professional"
"0","N",0,"N","Y","M","High School",30,"Commercial",1,"Y",0,"N",0,"Urban",137025,15,36504,50,"Blue Collar"
"1","N",0,"N","N","M","High School",36,"Commercial",4,"Y",0,"Y",5,"Urban",0,11,51870,58,"Blue Collar"
"0","N",0,"N","N","M","Masters",52,"Private",1,"Y",0,"N",0,"Urban",0,13,125795,56,"Professional"
"1","N",0,"N","N","F","Masters",13,"Private",6,"N",0,"N",1,"Urban",268154,14,99959,41,"Professional"
"1","N",0,"N","N","M","High School",32,"Commercial",4,"N",0,"N",0,"Urban",0,7,61790,37,"Blue Collar"
"0","N",0,"N","N","F","High School",40,"Commercial",12,"N",0,"N",0,"Rural",0,10,33707,57,"Blue Collar"
"1","Y",2,"Y","N","F","High School",18,"Private",3,"N",0,"N",3,"Urban",0,0,0,37,"Professional"
"1","N",0,"N","Y","M","High School",31,"Commercial",1,"N",3,"Y",6,"Urban",183206,13,28592,49,"Professional"
"1","N",2,"N","Y","F","High School",20,"Commercial",18,"N",1,"Y",1,"Urban",263986,13,64766,42,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",36,"Commercial",6,"Y",0,"N",0,"Rural",275745,8,81447,38,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",45,"Commercial",9,"N",0,"N",3,"Urban",296244,14,81188,55,"Professional"
"1","Y",2,"N","Y","F","Bachelors",20,"Private",13,"N",1,"N",0,"Urban",209548,11,62426,37,"Professional"
"1","N",1,"Y","N","M","High School",38,"Commercial",3,"Y",2,"N",6,"Urban",0,12,40095,25,"Professional"
"0","N",0,"N","Y","M","Bachelors",21,"Private",10,"N",0,"N",0,"Urban",234367,5,87072,44,"Professional"
"0","N",0,"N","N","F","High School",19,"Commercial",4,"Y",1,"N",5,"Urban",105715,7,19933,20,"Blue Collar"
"1","Y",2,"N","Y","F","High School",30,"Private",6,"N",0,"N",2,"Urban",150723,7,52423,40,"Blue Collar"
"1","N",1,"Y","N","M","Masters",37,"Private",7,"Y",1,"N",4,"Urban",0,12,76985,32,"Professional"
"0","N",0,"N","Y","F","High School",17,"Private",10,"N",0,"N",0,"Urban",0,0,0,35,"Professional"
"0","N",0,"N","N","M","Bachelors",47,"Commercial",11,"Y",0,"N",0,"Urban",0,11,80997,37,"Blue Collar"
"0","N",0,"N","Y","M","Masters",26,"Commercial",6,"N",3,"Y",5,"Urban",185996,12,37528,58,"Professional"
"1","N",0,"N","Y","F","High School",30,"Commercial",1,"N",2,"N",3,"Urban",244460,12,62215,54,"Blue Collar"
"0","N",3,"N","Y","M","High School",42,"Commercial",3,"N",0,"N",1,"Urban",152044,12,54714,39,"Blue Collar"
"1","N",0,"N","Y","M","High School",63,"Commercial",1,"Y",1,"N",7,"Urban",133175,8,37356,49,"Blue Collar"
"0","N",0,"N","Y","F","High School",25,"Commercial",1,"N",0,"N",0,"Rural",0,0,0,48,"Professional"
"1","N",0,"N","Y","M","High School",45,"Commercial",4,"Y",3,"N",7,"Urban",124838,13,28341,42,"Professional"
"0","N",0,"N","Y","F","High School",20,"Private",4,"N",0,"N",0,"Rural",156795,13,27968,56,"Professional"
"1","N",0,"N","Y","M","Bachelors",57,"Private",1,"N",1,"N",3,"Urban",169104,6,52275,48,"Professional"
"1","N",0,"N","N","F","Bachelors",67,"Private",6,"Y",0,"N",0,"Urban",0,5,40022,21,"Professional"
"0","N",3,"N","Y","M","High School",47,"Private",10,"N",0,"N",1,"Urban",166667,12,46453,33,"Blue Collar"
"0","Y",1,"Y","N","F","Bachelors",22,"Private",18,"N",0,"N",4,"Urban",133008,10,122492,38,"Professional"
"0","N",3,"Y","N","M","High School",19,"Private",6,"Y",0,"N",0,"Rural",126382,7,22899,33,"Professional"
"0","N",0,"N","Y","M","Masters",37,"Private",7,"N",0,"N",1,"Urban",330451,11,124550,51,"Professional"
"0","N",0,"N","Y","M","Bachelors",5,"Private",12,"N",0,"N",0,"Urban",290668,12,100822,45,"Professional"
"1","N",0,"N","N","F","Masters",46,"Private",10,"N",0,"N",0,"Urban",0,5,57063,40,"Professional"
"0","N",0,"N","N","M","Bachelors",21,"Commercial",1,"Y",1,"N",1,"Urban",0,7,116403,50,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",26,"Commercial",10,"Y",0,"N",0,"Urban",0,12,87562,39,"Professional"
"0","N",0,"N","N","F","High School",46,"Private",4,"N",3,"N",5,"Urban",0,0,0,39,"Professional"
"0","N",2,"N","Y","F","High School",25,"Private",5,"N",2,"N",1,"Rural",106041,0,0,19,"Professional"
"0","N",0,"N","Y","M","Bachelors",25,"Commercial",9,"Y",0,"N",1,"Rural",184692,7,40452,49,"Blue Collar"
"0","N",3,"N","Y","F","High School",37,"Private",4,"N",0,"N",0,"Rural",142305,12,14369,33,"Professional"
"0","N",1,"N","Y","M","Masters",35,"Commercial",1,"N",0,"N",0,"Urban",446011,11,176021,43,"Professional"
"0","N",0,"N","Y","M","High School",39,"Commercial",6,"Y",3,"N",3,"Urban",177908,9,43095,48,"Blue Collar"
"0","N",2,"N","Y","M","High School",5,"Private",6,"N",0,"N",2,"Urban",220008,15,70982,45,"Professional"
"0","N",0,"N","Y","M","Bachelors",39,"Commercial",6,"N",0,"N",5,"Rural",219917,10,76150,39,"Blue Collar"
"1","N",0,"N","N","M","High School",21,"Commercial",4,"N",0,"Y",1,"Rural",0,12,52469,32,"Blue Collar"
"0","Y",2,"N","Y","M","Masters",28,"Private",6,"Y",0,"N",1,"Urban",237957,13,103087,45,"Professional"
"0","N",0,"N","Y","F","High School",10,"Private",7,"N",0,"N",0,"Urban",0,0,0,51,"Professional"
"0","N",0,"N","N","F","High School",59,"Private",10,"N",1,"N",4,"Rural",0,11,48710,36,"Professional"
"1","Y",2,"N","Y","F","High School",32,"Private",6,"N",1,"N",8,"Urban",162415,18,27625,72,"Professional"
"0","N",0,"N","N","M","High School",20,"Private",10,"Y",3,"Y",2,"Urban",0,12,27940,51,"Blue Collar"
"0","Y",1,"N","Y","F","Bachelors",21,"Private",4,"N",0,"N",0,"Urban",217992,13,54298,39,"Professional"
"0","N",3,"Y","N","F","Bachelors",56,"Private",1,"N",0,"N",0,"Rural",0,13,88760,34,"Professional"
"0","N",1,"N","Y","M","Masters",37,"Commercial",14,"Y",3,"Y",4,"Urban",181896,8,45105,45,"Professional"
"1","Y",3,"N","Y","F","High School",37,"Commercial",7,"N",3,"Y",2,"Urban",145411,13,28326,36,"Professional"
"0","N",2,"Y","N","M","High School",46,"Commercial",10,"N",0,"N",0,"Urban",0,13,17545,32,"Professional"
"0","N",0,"N","N","M","PhD",43,"Private",4,"N",0,"N",2,"Urban",456583,10,159517,57,"Professional"
"0","N",0,"N","Y","F","High School",27,"Private",7,"N",0,"N",0,"Urban",175173,8,28172,47,"Professional"
"0","Y",1,"N","Y","F","High School",40,"Commercial",11,"N",0,"N",1,"Urban",173562,13,60097,36,"Blue Collar"
"0","N",3,"Y","N","F","High School",53,"Commercial",11,"N",0,"N",4,"Urban",0,11,19219,43,"Blue Collar"
"0","N",0,"N","N","F","PhD",42,"Private",1,"N",0,"Y",0,"Urban",133008,11,107677,46,"Professional"
"0","N",0,"N","N","F","Bachelors",29,"Private",4,"N",0,"N",1,"Rural",0,6,43889,41,"Professional"
"0","N",0,"N","Y","M","High School",49,"Commercial",1,"N",0,"N",0,"Rural",255967,18,49627,55,"Blue Collar"
"1","N",0,"N","Y","F","Bachelors",19,"Private",1,"N",1,"Y",2,"Urban",140455,15,26921,63,"Professional"
"1","N",3,"N","Y","F","High School",47,"Private",1,"N",2,"N",4,"Urban",64530,12,13891,45,"Professional"
"1","N",0,"N","Y","M","High School",37,"Commercial",1,"Y",3,"N",5,"Urban",237767,13,64488,35,"Blue Collar"
"0","N",0,"N","Y","F","Bachelors",35,"Private",1,"N",0,"N",0,"Urban",421250,15,163014,60,"Professional"
"0","N",0,"N","N","F","Bachelors",39,"Private",1,"N",0,"N",0,"Urban",0,10,72900,51,"Professional"
"0","N",3,"N","Y","F","High School",30,"Commercial",1,"N",3,"N",1,"Urban",0,0,0,43,"Professional"
"1","N",2,"N","Y","F","High School",25,"Commercial",7,"N",1,"Y",6,"Urban",159621,9,31675,33,"Blue Collar"
"0","Y",3,"Y","N","F","High School",35,"Private",1,"N",1,"N",1,"Rural",86075,9,6857,37,"Professional"
"1","Y",2,"N","Y","F","High School",35,"Commercial",1,"N",2,"N",3,"Urban",237767,7,66367,39,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",33,"Commercial",1,"Y",0,"N",0,"Urban",274828,12,93658,48,"Professional"
"0","N",1,"N","Y","M","High School",24,"Private",6,"N",0,"N",0,"Rural",99798,0,0,45,"Professional"
"1","N",2,"N","Y","F","High School",52,"Private",14,"N",0,"N",1,"Urban",198107,17,29524,56,"Blue Collar"
"0","N",0,"N","N","M","High School",17,"Private",1,"N",1,"N",4,"Urban",0,6,70495,37,"Blue Collar"
"0","N",0,"N","Y","F","PhD",34,"Private",10,"N",0,"N",2,"Urban",473389,11,180525,40,"Professional"
"0","N",0,"N","Y","M","High School",45,"Private",1,"Y",0,"N",0,"Rural",163356,13,27669,46,"Blue Collar"
"0","N",0,"N","Y","F","Masters",36,"Private",6,"N",0,"N",0,"Rural",204797,10,68350,43,"Professional"
"0","N",0,"N","Y","F","Masters",26,"Private",7,"N",0,"N",0,"Urban",229237,11,76552,64,"Professional"
"0","N",0,"N","Y","M","Bachelors",32,"Private",6,"Y",0,"N",0,"Urban",207400,11,57456,46,"Professional"
"0","Y",3,"N","Y","M","Masters",36,"Commercial",10,"Y",0,"Y",1,"Urban",445428,17,173533,39,"Professional"
"0","N",0,"N","Y","M","Bachelors",57,"Private",4,"Y",0,"N",3,"Urban",249026,14,69098,69,"Professional"
"0","Y",2,"N","Y","M","Bachelors",15,"Commercial",6,"N",0,"N",0,"Rural",241443,9,65134,44,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",23,"Commercial",14,"Y",2,"N",1,"Urban",278760,7,93041,44,"Blue Collar"
"0","N",1,"N","Y","F","Bachelors",37,"Private",1,"N",2,"N",4,"Rural",208435,9,69516,39,"Professional"
"0","N",0,"N","Y","F","Masters",36,"Private",16,"N",0,"Y",4,"Urban",316939,15,126700,56,"Professional"
"0","N",0,"N","Y","M","PhD",35,"Commercial",4,"Y",0,"N",0,"Urban",268617,14,88865,59,"Professional"
"1","Y",2,"Y","N","F","High School",25,"Private",10,"N",3,"Y",1,"Urban",0,15,34116,57,"Professional"
"0","N",0,"N","N","M","Masters",42,"Private",1,"Y",3,"N",6,"Urban",210434,13,65465,52,"Professional"
"0","N",0,"N","N","M","High School",53,"Commercial",1,"Y",2,"N",2,"Urban",0,14,56849,46,"Blue Collar"
"0","N",0,"N","Y","M","High School",33,"Commercial",4,"Y",0,"N",0,"Rural",193649,9,46201,51,"Blue Collar"
"0","N",1,"Y","N","F","Masters",32,"Private",4,"N",1,"N",6,"Urban",0,0,0,43,"Professional"
"0","N",0,"N","N","F","Masters",21,"Private",1,"N",0,"N",0,"Urban",344191,14,125662,52,"Professional"
"0","N",3,"N","Y","F","Masters",47,"Private",9,"N",0,"N",1,"Urban",266234,15,102262,43,"Professional"
"0","N",0,"N","Y","F","Masters",47,"Private",1,"N",0,"N",4,"Urban",136413,11,18535,47,"Professional"
"0","N",3,"N","Y","F","High School",30,"Private",4,"N",1,"N",2,"Urban",141516,15,29502,44,"Professional"
"0","N",0,"N","Y","M","Masters",30,"Private",9,"Y",3,"N",5,"Urban",295050,10,93303,48,"Professional"
"1","N",0,"N","N","F","High School",30,"Private",11,"N",0,"N",1,"Urban",0,11,249,33,"Professional"
"1","Y",3,"Y","N","F","Bachelors",26,"Private",1,"N",4,"N",2,"Rural",0,10,24862,41,"Professional"
"0","N",0,"N","Y","F","High School",32,"Private",1,"N",0,"N",1,"Urban",322394,14,108748,49,"Blue Collar"
"1","N",0,"N","Y","F","High School",12,"Private",6,"N",0,"N",0,"Urban",113870,0,0,50,"Professional"
"0","N",0,"N","Y","M","Masters",32,"Private",10,"N",0,"N",0,"Urban",251362,10,86596,42,"Professional"
"0","N",2,"Y","N","F","Bachelors",30,"Commercial",10,"N",0,"N",0,"Urban",264763,12,92904,33,"Blue Collar"
"0","N",1,"Y","N","F","Bachelors",36,"Commercial",9,"N",1,"N",6,"Rural",0,12,82281,42,"Blue Collar"
"1","N",3,"N","Y","F","High School",35,"Private",6,"N",0,"N",0,"Urban",159061,11,47217,41,"Professional"
